Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
condition,250.69091376625488,3,83.56363792208496,5.125417554804227,0.002932934067088508,0.008737836759507825,0.1312317672493683,0.6976383541500766,False,0.4758625636646383,0.006536080850835581
Error,1124.9602505495964,69,16.3037717470956,,,,,,,,
