Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
condition,3.9400822552773302,3,1.3133607517591102,0.10519947647969866,0.9567721675930293,0.8884261360101947,0.001984682952185329,0.6234570788155167,False,0.36597281133314963,0.0005716008923846534
Error,861.4291145152872,69,12.48447992051141,,,,,,,,
