Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
condition,510.99999999999955,3,170.33333333333317,0.6651366719188869,0.5769212137742166,0.5353676229415126,0.017945566286215964,0.7440599272213207,False,0.5031448245590562,0.03274939153773897
Error,14597.0,57,256.0877192982456,,,,,,,,
