subject,set,included,epoch_count,exclusion_reason
02,Small (with 1),True,19,
02,Small (without 1),True,7,
02,Crossover (with 1),True,39,
02,Crossover (without 1),True,32,
03,Small (with 1),True,20,
03,Small (without 1),True,7,
03,Crossover (with 1),True,35,
03,Crossover (without 1),True,28,
04,Small (with 1),True,15,
04,Small (without 1),True,4,
04,Crossover (with 1),True,31,
04,Crossover (without 1),True,26,
05,Small (with 1),True,14,
05,Small (without 1),True,3,
05,Crossover (with 1),True,38,
05,Crossover (without 1),True,34,
08,Small (with 1),True,19,
08,Small (without 1),True,6,
08,Crossover (with 1),True,36,
08,Crossover (without 1),True,29,
09,Small (with 1),True,12,
09,Small (without 1),True,3,
09,Crossover (with 1),True,37,
09,Crossover (without 1),True,33,
10,Small (with 1),True,16,
10,Small (without 1),True,5,
10,Crossover (with 1),True,36,
10,Crossover (without 1),True,34,
11,Small (with 1),True,15,
11,Small (without 1),True,7,
11,Crossover (with 1),True,26,
11,Crossover (without 1),True,23,
12,Small (with 1),True,15,
12,Small (without 1),True,4,
12,Crossover (with 1),True,28,
12,Crossover (without 1),True,23,
13,Small (with 1),True,13,
13,Small (without 1),True,5,
13,Crossover (with 1),True,36,
13,Crossover (without 1),True,32,
14,Small (with 1),True,21,
14,Small (without 1),True,6,
14,Crossover (with 1),True,35,
14,Crossover (without 1),True,29,
15,Small (with 1),True,12,
15,Small (without 1),True,4,
15,Crossover (with 1),True,23,
15,Crossover (without 1),True,18,
17,Small (with 1),True,17,
17,Small (without 1),True,5,
17,Crossover (with 1),True,39,
17,Crossover (without 1),True,32,
21,Small (with 1),True,18,
21,Small (without 1),True,6,
21,Crossover (with 1),True,37,
21,Crossover (without 1),True,32,
22,Small (with 1),True,16,
22,Small (without 1),True,5,
22,Crossover (with 1),True,37,
22,Crossover (without 1),True,30,
23,Small (with 1),True,19,
23,Small (without 1),True,4,
23,Crossover (with 1),True,42,
23,Crossover (without 1),True,35,
25,Small (with 1),True,16,
25,Small (without 1),True,4,
25,Crossover (with 1),True,32,
25,Crossover (without 1),True,25,
26,Small (with 1),True,21,
26,Small (without 1),True,9,
26,Crossover (with 1),True,39,
26,Crossover (without 1),True,34,
27,Small (with 1),True,21,
27,Small (without 1),True,7,
27,Crossover (with 1),True,40,
27,Crossover (without 1),True,32,
28,Small (with 1),True,14,
28,Small (without 1),True,7,
28,Crossover (with 1),True,31,
28,Crossover (without 1),True,27,
29,Small (with 1),True,22,
29,Small (without 1),True,7,
29,Crossover (with 1),True,40,
29,Crossover (without 1),True,33,
31,Small (with 1),True,20,
31,Small (without 1),True,7,
31,Crossover (with 1),True,39,
31,Crossover (without 1),True,32,
32,Small (with 1),True,19,
32,Small (without 1),True,6,
32,Crossover (with 1),True,42,
32,Crossover (without 1),True,35,
33,Small (with 1),True,14,
33,Small (without 1),True,7,
33,Crossover (with 1),True,33,
33,Crossover (without 1),True,27,
