Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
condition,21.29664142856602,2,10.64832071428301,8.923772024937255,0.0006244552444040104,0.0032196796172461383,0.09907701818589078,0.664883546029284,False,0.49597721890991825,0.0012790467720420397
Error,47.730133331629474,40,1.193253333290737,,,,,,,,
