Contrast,Coef,Std.Err.,z,P>|z|,P>|z| (adj)
Decreasing Crossover - Decreasing Large,3.21081944015648,2.283812041006657,1.4059035430696905,0.15975276908806846,0.29398459094483126
Decreasing Crossover - Decreasing Small,-2.206629983867164,2.215717744035524,-0.9958985027795968,0.3192994628587069,0.3192994628587069
Decreasing Large - Decreasing Small,-5.417449424023644,2.3302714333489747,-2.324814760415227,0.020081867398218822,0.059043856643620336
