condition,count,mean,std,min,25%,50%,75%,max,sem
Decreasing Crossover,16.0,116.0,7.8655366420014,104.0,108.0,118.0,124.0,124.0,1.9663841605003498
Decreasing Large,13.0,113.23076923076923,8.70013262498381,100.0,108.0,116.0,120.0,124.0,2.412982637132019
Decreasing Small,19.0,117.05263157894737,7.523841248624462,104.0,112.0,120.0,124.0,124.0,1.726087561578785
