Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
condition,25.00911299131311,2,12.504556495656555,7.619757419895619,0.0015710959711341581,0.005404099051280035,0.08656701693479121,0.6957563907598154,False,0.5627153220857478,0.00424368398900813
Error,65.64280622900907,40,1.6410701557252267,,,,,,,,
