Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
condition,8503.2222222222,5,1700.64444444444,1.7718345303825647,0.12410849112187783,0.15358970247768688,0.054200275218896636,0.6699999615855754,False,0.2682624735964862,0.01584861520684237
Error,110379.44444444444,115,959.8212560386473,,,,,,,,
