Source,SS,DF,MS,F,p-unc,ng2,eps
condition,32.07484431437771,5,6.414968862875542,1.6881007238183936,0.22481006419878866,0.1601268385671844,0.35879931670871784
Error,38.00110249562138,10,3.800110249562138,,,,
