Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
condition,22.148152189824682,4,5.5370380474561705,1.0770293490809715,0.37429715125313084,0.3405778990096898,0.01675353427486599,0.3994071535649722,False,0.031811940352698076,7.45071037948441e-09
Error,370.15401646856367,72,5.141028006507828,,,,,,,,
