condition,count,mean,std,min,25%,50%,75%,max,sem
Decreasing 2 to 1,24.0,497.1666666666667,35.76695908682818,436.0,467.0,500.0,533.0,544.0,7.300899951144267
Increasing 1 to 2,24.0,485.5,38.81393743399959,436.0,451.0,480.0,521.0,544.0,7.922861801800836
