Source,SS,DF,MS,F,p-unc,ng2,eps
condition,17.966539768478057,3,5.9888465894926854,3.162560032198594,0.030925517535184185,0.05615708645358675,0.9162956785195069
Error,113.62022909008826,60,1.8936704848348043,,,,
