analysis_id,condition,p1_amp,n1_amp,p2p_amp,p1_lat_ms,n1_lat_ms,roi_channels
landing_on_6_any_preceding,3 to 6,1.2855350121307036,-5.057488481573189,6.3430234937038925,96.0,168.0,E66;E65;E59;E60;E67;E71;E70;E84;E76;E77;E85;E91;E90;E83
landing_on_6_any_preceding,4 to 6,1.3349959223084347,-4.185006211430332,5.5200021337387675,96.0,164.0,E66;E65;E59;E60;E67;E71;E70;E84;E76;E77;E85;E91;E90;E83
landing_on_6_any_preceding,5 to 6,1.6004910490885638,-4.293242203547385,5.893733252635949,96.0,172.0,E66;E65;E59;E60;E67;E71;E70;E84;E76;E77;E85;E91;E90;E83
landing_on_6_any_preceding,Cardinality6,1.3398053788820399,-4.223071174296272,5.562876553178311,104.0,172.0,E66;E65;E59;E60;E67;E71;E70;E84;E76;E77;E85;E91;E90;E83
