subject,set,included,epoch_count,exclusion_reason
02,3 to 6,True,6,
02,4 to 6,True,7,
02,5 to 6,True,7,
02,Cardinality6,True,7,
03,3 to 6,True,6,
03,4 to 6,True,6,
03,5 to 6,True,6,
03,Cardinality6,True,7,
04,3 to 6,True,7,
04,4 to 6,True,8,
04,5 to 6,True,7,
04,Cardinality6,True,8,
05,3 to 6,True,3,
05,4 to 6,True,7,
05,5 to 6,True,5,
05,Cardinality6,True,6,
08,3 to 6,True,5,
08,4 to 6,True,4,
08,5 to 6,True,5,
08,Cardinality6,True,7,
09,3 to 6,True,5,
09,4 to 6,True,7,
09,5 to 6,True,5,
09,Cardinality6,True,9,
10,3 to 6,True,8,
10,4 to 6,True,7,
10,5 to 6,True,8,
10,Cardinality6,True,6,
11,3 to 6,True,8,
11,4 to 6,True,7,
11,5 to 6,True,6,
11,Cardinality6,True,6,
12,3 to 6,True,5,
12,4 to 6,True,4,
12,5 to 6,True,7,
12,Cardinality6,True,4,
13,3 to 6,True,7,
13,4 to 6,True,4,
13,5 to 6,True,7,
13,Cardinality6,True,6,
14,3 to 6,True,7,
14,4 to 6,True,8,
14,5 to 6,True,6,
14,Cardinality6,True,8,
15,3 to 6,True,6,
15,4 to 6,True,8,
15,5 to 6,True,7,
15,Cardinality6,True,6,
17,3 to 6,True,5,
17,4 to 6,True,7,
17,5 to 6,True,4,
17,Cardinality6,True,5,
21,3 to 6,True,5,
21,4 to 6,True,5,
21,5 to 6,True,7,
21,Cardinality6,True,7,
22,3 to 6,True,6,
22,4 to 6,True,5,
22,5 to 6,True,7,
22,Cardinality6,True,7,
23,3 to 6,True,8,
23,4 to 6,True,7,
23,5 to 6,True,5,
23,Cardinality6,True,8,
25,3 to 6,True,8,
25,4 to 6,True,7,
25,5 to 6,True,4,
25,Cardinality6,True,7,
26,3 to 6,True,5,
26,4 to 6,True,5,
26,5 to 6,True,7,
26,Cardinality6,True,8,
27,3 to 6,True,8,
27,4 to 6,True,7,
27,5 to 6,True,6,
27,Cardinality6,True,9,
28,3 to 6,True,3,
28,4 to 6,True,5,
28,5 to 6,True,8,
28,Cardinality6,True,8,
29,3 to 6,True,7,
29,4 to 6,True,6,
29,5 to 6,True,6,
29,Cardinality6,True,7,
31,3 to 6,True,6,
31,4 to 6,True,5,
31,5 to 6,True,6,
31,Cardinality6,True,4,
32,3 to 6,True,6,
32,4 to 6,True,7,
32,5 to 6,True,4,
32,Cardinality6,True,8,
33,3 to 6,True,8,
33,4 to 6,True,9,
33,5 to 6,True,7,
33,Cardinality6,True,6,
