condition,count,mean,std,min,25%,50%,75%,max,sem
Decreasing Crossover (no 1),5.0,99.2,10.73312629199899,92.0,92.0,92.0,104.0,116.0,4.8
Decreasing Large (no 1),10.0,107.6,11.384199576606166,92.0,95.0,116.0,116.0,116.0,3.5999999999999996
Decreasing Small (no 1),11.0,103.27272727272727,10.555481126797671,92.0,92.0,100.0,114.0,116.0,3.1825973072059734
