Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
condition,11.075602889787675,2,5.537801444893837,2.463236659055047,0.09632239662245033,0.11075187765709184,0.014152077484280174,0.779805122087023,False,0.7176283257493181,0.025995327793998935
Error,103.41631833412225,46,2.248180833350484,,,,,,,,
