Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
condition,449.77777231972055,2,224.88888615986028,2.114843639629883,0.13624761743717018,0.1541939416977721,0.042425151732881236,0.6914232027871026,False,0.5537077784357877,0.00883578207379124
Error,3615.502340765679,34,106.33830414016703,,,,,,,,
