Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
condition,34.316241705615234,2,17.158120852807617,8.249678904233422,0.0008675457080585304,0.00319726096272803,0.08890596939798458,0.714526435737058,False,0.6004716550921358,0.0036594652518501273
Error,95.67324600041405,46,2.0798531739220447,,,,,,,,
