Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
condition,381.7777777777776,2,190.8888888888888,5.269938650306753,0.008694974449433448,0.015267452237577406,0.06291196718910208,0.7787317649069075,False,0.7158607815111503,0.025299635973981605
Error,1666.22222222222,46,36.22222222222217,,,,,,,,
