condition,count,mean,std,min,25%,50%,75%,max,sem
Increase by 1 (Correct),24.0,-5.082535306129924,2.129585568145785,-9.567401338501982,-6.534217533692667,-5.191527401175586,-4.187776415783441,-0.6524182677013,0.43469983379601557
Increase by 1 (Incorrect),24.0,-5.5019958601670425,2.689644461616378,-9.81842587961907,-7.280283833628617,-5.424277809795358,-3.9923668494811757,-0.3445272813948619,0.5490213767052418
