Source,SS,DF,MS,F,p-unc,ng2,eps
condition,0.03620085307624547,1,0.03620085307624547,0.0017958344653680844,0.96679639333952,3.369837212990843e-05,1.0
Error,282.2152892380076,14,20.15823494557197,,,,
