Contrast,Coef,Std.Err.,z,P>|z|,P>|z| (adj)
1 to 2 - 2 to 3,-0.971388793649707,3.9678137687872033,-0.24481713362938917,0.8065980268324395,0.9646018029599707
1 to 2 - 3 to 4,2.677018287069866,3.971158372800328,0.6741152167099602,0.5002380659983157,0.9646018029599707
1 to 2 - 4 to 5,2.502851825888549,3.955936548850348,0.6326825000810272,0.5269410000347383,0.9646018029599707
1 to 2 - 5 to 6,-3.7898404943812505,3.983412766725909,-0.9514054195031961,0.34139861026140594,0.9646018029599707
2 to 3 - 3 to 4,3.648407080719573,3.9561396395744275,0.922213929008846,0.3564169989637884,0.9646018029599707
2 to 3 - 4 to 5,3.474240619538256,3.9683089733131567,0.8754965006259577,0.38130381343556663,0.9646018029599707
2 to 3 - 5 to 6,-2.8184517007315435,4.030928243252906,-0.6992066170984701,0.48442291586812747,0.9646018029599707
3 to 4 - 4 to 5,-0.17416646118131718,3.9717179286562603,-0.04385166930528785,0.9650226405173936,0.9650226405173936
3 to 4 - 5 to 6,-6.4668587814511165,4.038916773936305,-1.601136924430496,0.10934659550227455,0.6858859783276055
4 to 5 - 5 to 6,-6.292692320269799,3.982674481706376,-1.5800167322672318,0.11410303467632499,0.6858859783276055
