condition,count,mean,std,min,25%,50%,75%,max,sem
1 to 2,24.0,173.16666666666666,19.964461178427218,144.0,163.0,172.0,180.0,216.0,4.075228573062536
1 to 3,24.0,168.5,22.911929681699235,136.0,154.0,166.0,182.0,216.0,4.676878061890977
