subject_id,condition,p1_amp,p1_lat_ms,n_epochs,n1_amp,n1_lat_ms,p2p_amp
02,"Ratio 0.5 (1:2, no 1)",0.37859567589621834,116.0,22,-4.575365070612932,164.0,4.95396074650915
02,"Ratio 0.67 (2:3, no 1)",1.3158060997441237,116.0,26,-2.5649110552241936,164.0,3.880717154968317
02,"Ratio 0.75 (3:4, no 1)",-0.05217834825748372,116.0,12,-5.0344669051994355,156.0,4.982288556941952
02,"Ratio 0.8 (4:5, no 1)",0.09437431215213318,116.0,8,-4.66245236877626,164.0,4.756826680928393
02,"Ratio 0.83 (5:6, no 1)",4.263345959205326,116.0,3,-1.7804227723097297,152.0,6.043768731515056
03,"Ratio 0.5 (1:2, no 1)",4.972376462043396,104.0,23,-9.712679448929432,156.0,14.685055910972828
03,"Ratio 0.67 (2:3, no 1)",3.893953419428991,100.0,27,-7.979995502505155,152.0,11.873948921934147
03,"Ratio 0.75 (3:4, no 1)",5.67182043863668,104.0,16,-6.227512439118219,192.0,11.8993328777549
03,"Ratio 0.8 (4:5, no 1)",5.597591333368826,104.0,6,-8.135023420492669,156.0,13.732614753861494
04,"Ratio 0.5 (1:2, no 1)",0.3088857210654614,108.0,21,-3.2793703540481407,188.0,3.588256075113602
04,"Ratio 0.67 (2:3, no 1)",0.18842369154830765,116.0,19,-2.3068863221856484,196.0,2.495310013733956
04,"Ratio 0.75 (3:4, no 1)",1.1645884277419238,100.0,12,-0.035373194404819036,160.0,1.1999616221467428
04,"Ratio 0.8 (4:5, no 1)",1.521927559202285,104.0,9,-2.2549958454131986,204.0,3.7769234046154834
04,"Ratio 0.83 (5:6, no 1)",1.89829217249689,112.0,1,-3.0931539275077937,204.0,4.9914461000046835
05,"Ratio 0.5 (1:2, no 1)",0.9030140230775568,116.0,21,-7.462515238207398,172.0,8.365529261284955
05,"Ratio 0.67 (2:3, no 1)",0.8076961983426855,116.0,14,-6.691815364373334,168.0,7.49951156271602
05,"Ratio 0.75 (3:4, no 1)",0.27797973500297907,96.0,12,-6.477137510379009,172.0,6.755117245381988
05,"Ratio 0.8 (4:5, no 1)",1.2655054406797839,108.0,6,-8.901087401035191,172.0,10.166592841714975
05,"Ratio 0.83 (5:6, no 1)",-1.1915859007930065,108.0,2,-11.29404407494959,172.0,10.102458174156583
08,"Ratio 0.5 (1:2, no 1)",0.8675940447029972,116.0,17,-3.40977603503112,196.0,4.277370079734117
