analysis_id,component,condition,n_subjects,collapsed_peak_latency_ms,window_start_ms,window_end_ms,fwhm_ms,mean_amplitude_roi,peak_amplitude_roi,latency_frac_area_ms,latency_peak_ms,roi_channels
56_ALL_ACC1,P1,56 ALL,24,100.0,80.443814353318,117.7667544092777,37.32294005595969,0.17214571627524528,0.5805525280021385,91.28245434037122,92.0,E71;E75;E76;E70;E83;E74;E81;E82
56_ALL_ACC1,P1,56 ACC1,16,100.0,80.443814353318,117.7667544092777,37.32294005595969,2.107928536602894,2.815220869337676,102.92381226549121,108.0,E71;E75;E76;E70;E83;E74;E81;E82
56_ALL_ACC1,N1,56 ALL,24,184.0,135.17417012935246,210.89556910106933,75.72139897171687,-3.538622037946697,-4.293242203547385,171.9501664424853,172.0,E66;E65;E59;E60;E67;E71;E70;E84;E76;E77;E85;E91;E90;E83
56_ALL_ACC1,N1,56 ACC1,16,184.0,135.17417012935246,210.89556910106933,75.72139897171687,-1.5775648022837843,-2.510754143891794,178.8722802614873,192.0,E66;E65;E59;E60;E67;E71;E70;E84;E76;E77;E85;E91;E90;E83
56_ALL_ACC1,P3b,56 ALL,24,348.0,318.28957973217183,371.0917561148173,52.802176382645484,0.25832364296544125,0.563447991711015,347.65442744616064,348.0,E54;E61;E78;E79;E62;E72;E55;E77;E67
56_ALL_ACC1,P3b,56 ACC1,16,348.0,318.28957973217183,371.0917561148173,52.802176382645484,2.0415699053424166,2.40954376351945,343.8486486956971,344.0,E54;E61;E78;E79;E62;E72;E55;E77;E67
56_ALL_ACC1,Fz,56 ALL,24,100.0,77.8458944105391,116.3075420365357,38.46164762599659,-0.5450326259999,-0.9828954083019175,95.12770660362553,96.0,E11;E4;E5;E12;E19;E18;E16;E10
56_ALL_ACC1,Fz,56 ACC1,16,100.0,77.8458944105391,116.3075420365357,38.46164762599659,-2.5233851712896813,-3.2104685914423152,99.9636459959309,104.0,E11;E4;E5;E12;E19;E18;E16;E10
