Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
condition,30.01136839057091,2,15.005684195285456,3.499427379758526,0.05855001109046119,0.09505326454581273,0.17383915959663296,0.5757879100669168,False,0.2632493970153323,0.0182432477168822
Error,60.03255845489004,14,4.2880398896350025,,,,,,,,
