Source,SS,DF,MS,F,p-unc,ng2,eps
condition,160.27390497969037,3,53.42463499323012,14.395341193167065,2.216238833780795e-07,0.19930463531323955,0.7427777764002614
Error,256.0758904611881,69,3.7112447892925813,,,,
