Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
condition,11.069934007088563,3,3.6899780023628543,2.3452860326456393,0.08304982007161855,0.11788346194020598,0.038195578785743624,0.5871032971719071,False,0.18650162793123695,3.6578153558356014e-05
Error,84.96141168027034,54,1.573359475560562,,,,,,,,
