Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
condition,4995.111111111106,2,2497.555555555553,3.9881049724609254,0.02527989361953742,0.0393327953321454,0.07293150382697336,0.7336634947523341,False,0.6369772966043865,0.007004279799311156
Error,28807.555555555547,46,626.2512077294684,,,,,,,,
