Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
condition,95.30922630925613,2,47.654613154628066,26.304887088949492,2.416968281521082e-08,6.99422323667605e-06,0.14011890738697813,0.6082314930426649,False,0.3558891451057254,1.1600111422386006e-05
Error,83.33478861552624,46,1.8116258394679616,,,,,,,,
