condition,count,mean,std,min,25%,50%,75%,max,sem
1 to 2,24.0,479.5,42.72968624921697,420.0,444.0,464.0,521.0,540.0,8.722160681650031
3 to 2,24.0,485.8333333333333,36.00925806881706,432.0,457.0,490.0,509.0,540.0,7.350359023733314
4 to 2,24.0,472.3333333333333,38.56408180933524,420.0,443.0,458.0,506.0,540.0,7.871860235984836
5 to 2,24.0,479.0,37.91523727199006,420.0,450.0,476.0,510.0,540.0,7.739415399410842
Cardinality2,24.0,465.6666666666667,31.02687007525359,420.0,440.0,468.0,488.0,536.0,6.333333333333337
