condition,count,mean,std,min,25%,50%,75%,max,sem
Ratio 0.5 (1:2),20.0,483.2,34.49729203712571,436.0,457.0,478.0,516.0,540.0,7.713829003467526
Ratio 0.67 (2:3),18.0,491.1111111111111,35.55424834198297,436.0,463.0,490.0,520.0,540.0,8.380216700868907
Ratio 0.75 (3:4),18.0,491.1111111111111,34.58814636954467,436.0,465.0,492.0,517.0,540.0,8.152504282192632
Ratio 0.8 (4:5),16.0,500.25,28.787728867233227,452.0,476.0,508.0,525.0,540.0,7.196932216808307
Ratio 0.83 (5:6),12.0,490.3333333333333,42.450684400379295,436.0,456.0,474.0,537.0,540.0,12.254457032921415
