condition,count,mean,std,min,25%,50%,75%,max,sem
1 to 4,24.0,-6.41334821657355,3.2056964267671577,-13.143479122970906,-7.4666729849429885,-5.999402490726611,-5.004357002110523,-1.1974089467416211,0.6543600429869032
2 to 5,24.0,-6.393456258293329,2.6064746451189027,-13.825965841362487,-7.710632003642256,-6.6379125042356435,-4.776545474283779,-1.166484732533687,0.532044409003598
3 to 6,24.0,-6.893097634655294,2.9134916884473485,-12.756613574064035,-8.624290900440712,-6.8093433263218595,-4.7389749699061445,-1.8452029081697137,0.594714000544652
