Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
condition,25.826894537601348,5,5.165378907520269,1.6999880992971756,0.17143752928497177,0.24056022651994383,0.08717518349856215,0.31247484109676227,False,0.0001309566185029874,0.041516507958605064
Error,75.96198628766558,25,3.0384794515066234,,,,,,,,
