Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
condition,14.140755892291175,5,2.828151178458235,2.733662756720141,0.022629598315284022,0.04178625392299159,0.02594183379234175,0.6910663870525211,False,0.301697172932911,0.032797795897918855
Error,118.9749484361846,115,1.0345647690103008,,,,,,,,
