condition,count,mean,std,min,25%,50%,75%,max,sem
2 to 1,24.0,119.33333333333333,16.49945102292713,92.0,107.0,120.0,136.0,136.0,3.3679363368511175
3 to 1,24.0,113.83333333333333,14.684113470202995,92.0,103.0,116.0,124.0,136.0,2.997382110593879
4 to 1,24.0,115.16666666666667,16.638526969360747,92.0,104.0,116.0,132.0,136.0,3.3963250955392024
Cardinality1,24.0,116.33333333333333,16.083117442419756,92.0,103.0,118.0,132.0,136.0,3.2829526005987013
