condition,count,mean,std,min,25%,50%,75%,max,sem
Cardinality (no change),13.0,111.38461538461539,6.500493077944953,100.0,108.0,116.0,116.0,116.0,1.8029123929484043
Decreasing (any step),15.0,110.13333333333334,7.069720813508295,96.0,106.0,112.0,116.0,116.0,1.8253940648702385
Increasing (any step),15.0,104.8,8.711240685787203,92.0,98.0,104.0,112.0,116.0,2.2492326733905545
