subject_id,condition,p1_amp,p1_lat_ms,n_epochs,n1_amp,n1_lat_ms,p2p_amp
02,Decrease by 1,2.9140362572756575,116.0,24,-3.4361401061421515,164.0,6.350176363417809
02,Decrease by 2,5.256285364586649,120.0,27,-3.8948598894546484,168.0,9.151145254041298
02,Decrease by 3,4.091156233001451,120.0,20,-2.9587061519359317,164.0,7.0498623849373825
03,Decrease by 1,5.541774583787939,104.0,28,-5.991707179962741,192.0,11.533481763750679
03,Decrease by 2,3.1331173571290534,104.0,19,-5.445915538931538,184.0,8.57903289606059
03,Decrease by 3,8.053693408589854,108.0,19,-6.652212328270337,188.0,14.705905736860192
04,Decrease by 1,2.065768634450774,116.0,20,-1.2298829330450343,204.0,3.295651567495808
04,Decrease by 2,2.0913626830210297,124.0,25,-1.5266395470413532,188.0,3.618002230062383
04,Decrease by 3,1.3451849618420189,124.0,14,-3.3105783145934025,196.0,4.6557632764354215
05,Decrease by 1,0.5761511282853944,112.0,21,-6.870606029202445,172.0,7.4467571574878395
05,Decrease by 2,1.3850858966206383,116.0,25,-6.449745346585556,176.0,7.834831243206194
05,Decrease by 3,1.603007662565174,112.0,16,-6.148256267577171,172.0,7.751263930142345
08,Decrease by 1,1.4900034664709976,120.0,21,-2.777788926850176,212.0,4.267792393321173
08,Decrease by 2,1.630245568690662,120.0,26,-4.569597633139398,192.0,6.19984320183006
08,Decrease by 3,1.6293365194407903,124.0,16,-4.533761281915382,188.0,6.163097801356172
09,Decrease by 1,3.2021188633751247,108.0,20,-4.073320165876657,172.0,7.275439029251782
09,Decrease by 2,2.522749313392038,100.0,20,-8.395433830663258,176.0,10.918183144055295
09,Decrease by 3,3.0374781131380386,100.0,19,-6.536995363064803,164.0,9.574473476202842
10,Decrease by 1,-0.10214537799986148,100.0,24,-5.223162847701178,168.0,5.121017469701316
10,Decrease by 2,0.2997452596601805,112.0,24,-5.094139201657046,168.0,5.393884461317226
10,Decrease by 3,1.9629106642089469,100.0,14,-7.065783552174729,160.0,9.028694216383675
11,Decrease by 1,-1.3448157656867235,120.0,22,-8.077254252002977,200.0,6.732438486316253
11,Decrease by 2,2.171206520918004,116.0,15,-7.9082644026373385,196.0,10.079470923555343
11,Decrease by 3,0.4821299246431052,124.0,15,-7.944212538064869,196.0,8.426342462707975
12,Decrease by 1,1.0055153873610654,116.0,18,-4.870269922153263,192.0,5.8757853095143275
12,Decrease by 2,2.9240090360985818,120.0,19,-5.188797396798613,180.0,8.112806432897194
12,Decrease by 3,3.0673605541338795,120.0,15,-5.1136650876349705,184.0,8.18102564176885
13,Decrease by 1,3.957094895773641,120.0,23,-5.512002401616906,212.0,9.469097297390547
13,Decrease by 2,3.1139128436173085,124.0,26,-3.5478365093198834,212.0,6.661749352937192
13,Decrease by 3,4.357041913592643,124.0,16,-4.753483042946072,208.0,9.110524956538715
14,Decrease by 1,0.8430150595700492,124.0,31,-3.8100474068921018,176.0,4.653062466462151
14,Decrease by 2,-0.44897234241219947,124.0,24,-4.86381216853838,180.0,4.4148398261261805
14,Decrease by 3,-0.590991652310267,124.0,19,-1.4754728252898603,184.0,0.8844811729795934
15,Decrease by 1,0.43696728597852197,104.0,17,-4.789144262700694,180.0,5.226111548679216
15,Decrease by 2,1.0880541785715618,100.0,14,-4.256374925695539,180.0,5.344429104267101
15,Decrease by 3,0.09465740862257067,100.0,11,-5.671355888270137,192.0,5.766013296892708
17,Decrease by 1,5.441150767943219,116.0,28,-5.837243464785584,168.0,11.278394232728804
17,Decrease by 2,6.7168683599487,116.0,26,-3.7444727647622673,168.0,10.461341124710968
17,Decrease by 3,5.341836326431226,116.0,18,-3.2829235849063356,168.0,8.624759911337561
21,Decrease by 1,1.1263315139043903,100.0,26,-7.238632763480909,180.0,8.3649642773853
21,Decrease by 2,2.140757310637512,116.0,22,-8.972144780141624,188.0,11.112902090779137
21,Decrease by 3,3.2882927417977115,104.0,19,-7.330509141073325,180.0,10.618801882871036
22,Decrease by 1,-0.5230853792945614,100.0,20,-3.0858547557002693,176.0,2.562769376405708
22,Decrease by 2,-1.749752441286819,104.0,27,-3.187006690271601,148.0,1.437254248984782
22,Decrease by 3,-0.8995999873342503,100.0,19,-4.803777025396871,192.0,3.9041770380626204
23,Decrease by 1,-0.16159992275186283,108.0,25,-9.904911693435341,168.0,9.743311770683478
23,Decrease by 2,0.8173265416761102,108.0,28,-9.59439443372487,172.0,10.41172097540098
23,Decrease by 3,1.855193592563724,108.0,22,-8.6020729891301,176.0,10.457266581693824
25,Decrease by 1,1.1552634627352718,100.0,26,-8.127413971255601,152.0,9.282677433990873
25,Decrease by 2,1.640324922083208,104.0,19,-5.948141937111435,148.0,7.588466859194643
25,Decrease by 3,0.8297568421927292,100.0,18,-7.52178758319615,156.0,8.351544425388878
26,Decrease by 1,1.004203755550098,100.0,37,-4.851723506370871,172.0,5.85592726192097
26,Decrease by 2,3.0012213525296865,100.0,22,-5.91103295028884,176.0,8.912254302818527
26,Decrease by 3,0.8654923854589257,100.0,19,-5.826759525735897,176.0,6.692251911194822
27,Decrease by 1,-0.346924350615638,124.0,29,-2.2423344541431107,180.0,1.8954101035274729
27,Decrease by 2,0.9255270703022018,120.0,27,-2.069092505111458,160.0,2.99461957541366
27,Decrease by 3,1.378456391518576,100.0,20,-2.1612344939868415,152.0,3.5396908855054177
28,Decrease by 1,2.3665452922162364,112.0,19,-3.7167884826028064,164.0,6.083333774819042
28,Decrease by 2,2.4149687402389826,116.0,19,-3.5366049161716977,184.0,5.95157365641068
28,Decrease by 3,2.3586524479863464,116.0,16,-2.5447217963815,168.0,4.903374244367846
29,Decrease by 1,0.03443739615960484,100.0,29,-3.424345263943452,176.0,3.458782660103057
29,Decrease by 2,1.9328502114425816,100.0,29,-2.718747073919093,188.0,4.6515972853616745
29,Decrease by 3,1.9084590714709804,112.0,20,-6.0717046876296275,156.0,7.980163759100607
31,Decrease by 1,1.20025272632524,100.0,26,-4.323874899345429,184.0,5.524127625670669
31,Decrease by 2,0.23069725728713925,100.0,31,-6.938771964168477,192.0,7.169469221455616
31,Decrease by 3,2.4632809537366285,104.0,19,-7.077679202408311,192.0,9.54096015614494
32,Decrease by 1,0.288130954967405,104.0,27,-5.038451914640223,172.0,5.326582869607629
32,Decrease by 2,0.6517360079335418,104.0,28,-3.8868592533291575,172.0,4.538595261262699
32,Decrease by 3,1.966498049380779,100.0,22,-3.5153324688700067,168.0,5.481830518250786
33,Decrease by 1,3.193985890677101,100.0,28,-3.189630908828693,168.0,6.383616799505794
33,Decrease by 2,2.6963045294129597,104.0,17,-5.272562669481663,168.0,7.968867198894623
33,Decrease by 3,2.210651189297877,100.0,18,-4.380304718559299,168.0,6.590955907857175
