condition,count,mean,std,min,25%,50%,75%,max,sem
1 to 4,24.0,92.66666666666667,12.794926530759614,72.0,83.0,96.0,105.0,108.0,2.6117534413966688
2 to 5,24.0,90.66666666666667,14.526337898920815,72.0,76.0,92.0,105.0,108.0,2.9651763069674235
3 to 6,24.0,91.16666666666667,14.005175026975989,72.0,76.0,94.0,104.0,108.0,2.8587943812050676
