Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
condition,10.997735538722571,2,5.4988677693612855,0.4232841099922464,0.6660981683619828,0.5571501891339992,0.05365480542239761,0.5398392163518424,False,0.14759659967302985,0.021784756235040642
Error,129.9096195569924,10,12.99096195569924,,,,,,,,
