condition,count,mean,std,min,25%,50%,75%,max,sem
Small_Decreasing,24.0,480.3333333333333,28.232985128663994,420.0,467.0,480.0,505.0,532.0,5.763033956734371
Small_Increasing,24.0,464.6666666666667,33.104139589649726,420.0,442.0,454.0,483.0,532.0,6.757354197375795
