Contrast,A,B,Paired,Parametric,T,dof,alternative,p-unc,BF10,cohen,ci_lower,ci_upper
condition,Decrease by 1 (Correct),Decrease by 1 (Incorrect),True,True,2.480431892409335,23.0,two-sided,0.020874614613191414,2.628,0.5793312511030134,0.0578063800196566,0.9548256996684992
