Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
condition,86.66666666666626,5,17.33333333333325,0.6089613034623191,0.6931848898499215,0.6115852293536015,0.00774085983089195,0.6005426483651551,False,0.19212072358681115,0.0016624180017654232
Error,3273.333333333332,115,28.463768115942017,,,,,,,,
