Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
condition,18.005451489964877,5,3.6010902979929753,6.733591458301917,1.7613679355676835e-05,0.00024228618245365207,0.05176724421583516,0.6890518313965724,False,0.2837413258701938,0.04651273701688012
Error,56.15346336806357,105,0.534794889219653,,,,,,,,
