Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
condition,90.80889644467455,4,22.702224111168636,8.617236364251427,5.949916954454407e-06,0.00011465171164113236,0.059653302325567426,0.6846173527849928,False,0.32494708769561037,0.004293168166535072
Error,242.37522680613506,92,2.634513334849294,,,,,,,,
