Source,SS,DF,MS,F,p-unc,ng2,eps
condition,85.76000000000019,4,21.440000000000047,1.0387596899224836,0.4178405171555076,0.09153005464480893,0.5999134792169882
Error,330.2399999999998,16,20.639999999999986,,,,
