Source,SS,DF,MS,F,p-unc,ng2,eps
condition,6243.199999999995,4,1560.7999999999988,1.4458277753075441,0.25577963299572365,0.13385016465422603,0.529731345276546
Error,21590.39999999998,20,1079.519999999999,,,,
