condition,count,mean,std,min,25%,50%,75%,max,sem
Decreasing 3 to 2,1.0,-3.984695183132753,,-3.984695183132753,-3.984695183132753,-3.984695183132753,-3.984695183132753,-3.984695183132753,
Increasing 2 to 3,3.0,-5.024920840462954,1.1060013201994578,-6.126988545617511,-5.579867543361241,-5.03274654110497,-4.473886987885676,-3.915027434666381,0.6385501599412384
