Contrast,A,B,Paired,Parametric,T,dof,alternative,p-unc,BF10,cohen,ci_lower,ci_upper
condition,Decreasing 3 to 2,Increasing 2 to 3,True,True,2.1111280757808597,23.0,two-sided,0.04583819568538251,1.393,0.5711370373504037,-0.010499497161017113,0.8723639250488178
