Source,SS,DF,MS,F,p-unc,ng2,eps
condition,13.305218693102011,2,6.652609346551006,6.045081455806201,0.004667350936412485,0.03422103425303931,0.9918224135554663
Error,50.62297872717977,46,1.1004995375473863,,,,
