Source,SS,DF,MS,F,p-unc,ng2,eps
condition,0.48988751184041857,2,0.24494375592020928,0.21999211074578215,0.8033645577715555,0.001320315301303335,0.9183888754462293
Error,51.21734926826531,46,1.1134206362666372,,,,
