Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
condition,11.11068242658622,2,5.55534121329311,3.1470509450520163,0.052362193086305055,0.0705673721639035,0.014625430548720873,0.7248160978353362,False,0.6203396930800805,0.005235103583766483
Error,81.20163933579386,46,1.765253029038997,,,,,,,,
