Source,SS,DF,MS,F,p-unc,ng2,eps
condition,32.77995289054933,2,16.389976445274666,0.6286208970999201,0.5531463207337158,0.07547106507434752,0.8330561508247555
Error,260.7291059029089,10,26.07291059029089,,,,
