Contrast,A,B,Paired,Parametric,T,dof,alternative,p-unc,BF10,cohen,ci_lower,ci_upper
condition,1 to 2,1 to 3,True,True,0.8869011823480347,23.0,two-sided,0.38431239963479213,0.306,0.2407080111554701,-0.24467085059991642,0.6067467421038805
