condition,count,mean,std,min,25%,50%,75%,max,sem
1 to 2,12.0,79.66666666666667,3.984819679582488,76.0,76.0,78.0,84.0,84.0,1.1503183573395335
1 to 3,12.0,79.33333333333333,4.119429204355498,76.0,76.0,76.0,84.0,84.0,1.1891767800211268
