Contrast,A,B,Paired,Parametric,T,dof,alternative,p-unc,BF10,cohen,ci_lower,ci_upper
condition,Increase by 2 (Correct),Increase by 2 (Incorrect),True,True,0.9586531005975756,19.0,two-sided,0.34977453949330395,0.349,0.182820442440395,-0.2589989326467482,0.6877216326021729
