Contrast,A,B,Paired,Parametric,T,dof,alternative,p-unc,BF10,cohen,ci_lower,ci_upper
condition,Increase by 2 (Correct),Increase by 2 (Incorrect),True,True,2.3104813211636746,19.0,two-sided,0.03225177550205577,1.966,0.7284884904570154,0.01837252265631778,1.014906136316782
