Source,SS,DF,MS,F,p-unc,ng2,eps
condition,11.329298147540209,4,2.8323245368850523,0.2450283090705122,0.907189570320582,0.049015244448147935,0.47057760244485414
Error,138.7100722016568,12,11.5591726834714,,,,
