Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
condition,3166.4000000000005,4,791.6000000000001,0.6795683100318864,0.6119069115636814,0.5472565170171165,0.07635693684829896,0.6069565847234534,False,0.03898192359494496,0.04902590938659753
Error,32615.999999999996,28,1164.8571428571427,,,,,,,,
