subject_id,condition,p1_amp,p1_lat_ms,n_epochs,n1_amp,n1_lat_ms,p2p_amp
02,Small Ratio 0.33 (1:3),3.4783813708906615,120.0,16,-3.0300827670625456,172.0,6.508464137953207
02,Small Ratio 0.5 (1:2),5.971332134324984,120.0,13,-1.0612931230734113,172.0,7.032625257398395
02,Small Ratio 0.67 (2:3),1.7405395890832485,120.0,13,-3.526740910080113,176.0,5.267280499163361
03,Small Ratio 0.33 (1:3),3.7173635162222585,116.0,12,-5.918478321224771,184.0,9.635841837447028
03,Small Ratio 0.5 (1:2),5.570442727580746,100.0,16,-3.4292878586133018,152.0,8.999730586194048
03,Small Ratio 0.67 (2:3),2.9731306833448166,108.0,15,-7.102923828286248,148.0,10.076054511631064
04,Small Ratio 0.33 (1:3),1.8791753429254165,124.0,16,-1.7550455691683366,192.0,3.6342209120937534
04,Small Ratio 0.5 (1:2),1.5438446449705012,104.0,11,-0.8237478096318012,212.0,2.3675924546023026
04,Small Ratio 0.67 (2:3),-0.5525714137592262,124.0,15,-2.058636931970254,200.0,1.5060655182110279
05,Small Ratio 0.33 (1:3),1.6421044457218392,124.0,14,-5.173894695089344,176.0,6.815999140811183
05,Small Ratio 0.5 (1:2),2.2230224425974394,124.0,12,-5.974452662341762,176.0,8.197475104939201
05,Small Ratio 0.67 (2:3),1.537120767481106,124.0,10,-7.181540068642886,168.0,8.718660836123991
08,Small Ratio 0.33 (1:3),-0.7864873109070172,124.0,11,-4.867125136288129,192.0,4.080637825381112
08,Small Ratio 0.5 (1:2),3.5795540718602252,96.0,14,0.22909081918665117,208.0,3.350463252673574
08,Small Ratio 0.67 (2:3),0.5388434846514989,96.0,13,-2.640581390143593,212.0,3.179424874795092
09,Small Ratio 0.33 (1:3),0.7628375353548751,100.0,8,-4.075244620321178,164.0,4.838082155676053
09,Small Ratio 0.5 (1:2),0.004260227410616846,108.0,14,-7.174253321318034,172.0,7.178513548728651
09,Small Ratio 0.67 (2:3),1.3016197744369968,104.0,9,-7.551529692540088,164.0,8.853149466977085
10,Small Ratio 0.33 (1:3),-2.277144259610934,96.0,14,-5.610270851833489,168.0,3.333126592222555
10,Small Ratio 0.5 (1:2),0.8738528913134036,96.0,13,-5.681725980793832,168.0,6.555578872107236
10,Small Ratio 0.67 (2:3),0.5350656428513773,124.0,12,-3.944682265362613,164.0,4.47974790821399
11,Small Ratio 0.33 (1:3),2.366011171518528,112.0,10,-10.804429964883612,200.0,13.17044113640214
11,Small Ratio 0.5 (1:2),0.08234102652147826,124.0,7,-8.663535933386994,200.0,8.745876959908472
11,Small Ratio 0.67 (2:3),-0.40783668036415766,124.0,14,-7.875799565353615,204.0,7.467962884989458
12,Small Ratio 0.33 (1:3),3.490889544580946,120.0,13,-5.492413015468228,176.0,8.983302560049173
12,Small Ratio 0.5 (1:2),0.7214421379003424,124.0,9,-5.993329788271648,192.0,6.7147719261719905
12,Small Ratio 0.67 (2:3),0.796605222458986,124.0,13,-6.363020241253774,188.0,7.15962546371276
13,Small Ratio 0.33 (1:3),2.4012197009584573,124.0,14,-4.530298213510619,212.0,6.931517914469076
13,Small Ratio 0.5 (1:2),3.1971550479455364,124.0,13,-4.2491144509963545,208.0,7.446269498941891
13,Small Ratio 0.67 (2:3),6.127900741007111,120.0,14,-3.4547623504008866,212.0,9.582663091407998
14,Small Ratio 0.33 (1:3),1.0521671438043503,124.0,13,-2.851372483685179,168.0,3.903539627489529
14,Small Ratio 0.5 (1:2),0.07864786778913196,124.0,15,-1.5542540016841973,180.0,1.6329018694733293
14,Small Ratio 0.67 (2:3),-0.4011468971802957,124.0,14,-3.596913454710513,160.0,3.1957665575302174
15,Small Ratio 0.33 (1:3),0.3067720044223777,104.0,15,-3.3008730658187964,172.0,3.607645070241174
15,Small Ratio 0.5 (1:2),-1.3011077130375965,96.0,13,-4.26070013617494,180.0,2.959592423137343
15,Small Ratio 0.67 (2:3),0.725380414255373,104.0,12,-5.103118799480979,172.0,5.828499213736352
17,Small Ratio 0.33 (1:3),7.248386892165805,116.0,12,-3.5777095481145955,172.0,10.8260964402804
17,Small Ratio 0.5 (1:2),5.572916376357856,116.0,10,-1.293435080781481,164.0,6.866351457139337
