Source,SS,DF,MS,F,p-unc,p-GG-corr,ng2,eps,sphericity,W-spher,p-spher
condition,8.116541298261296,2,4.058270649130648,1.7116275861205705,0.19493972758883324,0.20420895288649749,0.020945369059975964,0.715866422832699,False,0.6030913476246342,0.01359115393801324
Error,85.35603454477854,36,2.3710009595771817,,,,,,,,
