analysis_id,component,condition,n_subjects,peak_latency_ms,window_start_ms,window_end_ms,fwhm_ms,mean_amplitude_roi,latency_frac_area_ms,roi_channels
from1_to_any_ACC1,P1,1 to 2,1,104.0,67.92061663980692,122.04307805376737,54.12246141396045,0.44331590619618655,102.90065115132082,E71;E75;E76;E70;E83;E74;E81;E82
from1_to_any_ACC1,P1,1 to 3,2,104.0,67.92061663980692,122.04307805376737,54.12246141396045,1.148653644791072,87.84019563540576,E71;E75;E76;E70;E83;E74;E81;E82
from1_to_any_ACC1,P1,1 to 4,3,104.0,67.92061663980692,122.04307805376737,54.12246141396045,0.15016852829348357,108.69937726638038,E71;E75;E76;E70;E83;E74;E81;E82
from1_to_any_ACC1,N1,1 to 2,1,168.0,147.52696431469403,199.7740365380621,52.247072223368065,-4.2404056521178966,169.64056895056302,E66;E65;E59;E60;E67;E71;E70;E84;E76;E77;E85;E91;E90;E83
from1_to_any_ACC1,N1,1 to 3,2,168.0,147.52696431469403,199.7740365380621,52.247072223368065,-3.166013998512968,171.49239825263135,E66;E65;E59;E60;E67;E71;E70;E84;E76;E77;E85;E91;E90;E83
from1_to_any_ACC1,N1,1 to 4,3,168.0,147.52696431469403,199.7740365380621,52.247072223368065,-7.2055235213203686,171.9421563634442,E66;E65;E59;E60;E67;E71;E70;E84;E76;E77;E85;E91;E90;E83
from1_to_any_ACC1,P3b,1 to 2,1,508.0,419.73655542311167,541.4914548645609,121.7548994414492,-4.112450171248509,508.0,E54;E55;E61;E78;E79;E62;E72;E55;E77;E67
from1_to_any_ACC1,P3b,1 to 3,2,508.0,419.73655542311167,541.4914548645609,121.7548994414492,4.484313724348284,482.2056222579324,E54;E55;E61;E78;E79;E62;E72;E55;E77;E67
from1_to_any_ACC1,P3b,1 to 4,3,508.0,419.73655542311167,541.4914548645609,121.7548994414492,-0.6052568678135749,508.0,E54;E55;E61;E78;E79;E62;E72;E55;E77;E67
