Contrast,Coef,Std.Err.,z,P>|z|,P>|z| (adj)
2 to 1 - 3 to 2,-0.4162069054325904,5.243712161442823,-0.07937256901570086,0.9367362865432547,0.9997467998015659
2 to 1 - 4 to 3,-0.18773910252573991,5.251813222912258,-0.035747482737330485,0.9714837089772741,0.9997467998015659
2 to 1 - 5 to 4,2.0703059776084505,5.337117395524329,0.38790714615807315,0.6980847495519882,0.999449395221717
2 to 1 - 6 to 5,-2.57095892650449,5.332700549323614,-0.4821119998629182,0.6297263858047215,0.999449395221717
3 to 2 - 4 to 3,0.2284678029068505,4.238252716829493,0.05390613023136579,0.9570099525511733,0.9997467998015659
3 to 2 - 5 to 4,2.486512883041041,4.414586789083073,0.5632492919133434,0.5732651421309618,0.999449395221717
3 to 2 - 6 to 5,-2.1547520210718996,4.307443851798665,-0.5002391430296038,0.616906699582656,0.999449395221717
4 to 3 - 5 to 4,2.2580450801341905,4.359011701332543,0.518017668877537,0.6044459416545152,0.999449395221717
4 to 3 - 6 to 5,-2.38321982397875,4.148222230839292,-0.5745159471595048,0.5656187122801206,0.999449395221717
5 to 4 - 6 to 5,-4.641264904112941,4.438780547755292,-1.0456171135696368,0.2957378447926806,0.9699846429263704
